,"Trans Date and
Time",Value Date,Transaction Details,"Ref/Cheque
No",Debit,Credit,Balance,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,"Trans Date and
Value Date
Time","Ref/Cheque
Debit
Credit
Balance
No",Unnamed: 6
1,16/05/21 18:03,16/05/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/113618012200",,"4,000.00",,"191,422.33Cr",,,,,,,,,
2,17/05/21 07:43,17/05/21,UPI/MOB/113707913825/UPI,,50.00,,"191,372.33Cr",,,,,,,,,
3,17/05/21 10:13,17/05/21,UPI/MOB/113710978467/UPI,,,500.00,"191,872.33Cr",,,,,,,,,
4,17/05/21 11:43,17/05/21,"POS-VISA/KRISHAN KUMAR
GARG/113711226807",,550.00,,"191,322.33Cr",,,,,,,,,
5,17/05/21 13:27,17/05/21,UPI/MOB/113713095226/Refund,,,599.00,"191,921.33Cr",,,,,,,,,
6,17/05/21 17:05,17/05/21,"POS-VISA/KRISHAN KUMAR
GARG/113717346106",,"2,200.00",,"189,721.33Cr",,,,,,,,,
7,17/05/21 17:13,17/05/21,UPI/MOB/113717297199/UPI,,,"2,200.00","191,921.33Cr",,,,,,,,,
8,17/05/21 23:24,17/05/21,"FD/RD 10068745645 maturity :Account
credited/Principal:50000/Gross
Interest:154/TDS:0/",,,"50,154.00","242,075.33Cr",,,,,,,,,
9,17/05/21 23:25,17/05/21,FD 10070544079 booked via Net Banking,,"30,000.00",,"212,075.33Cr",,,,,,,,,
10,18/05/21 12:24,18/05/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1138065345",,"1,177.00",,"210,898.33Cr",,,,,,,,,
11,18/05/21 12:25,18/05/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1138065347",,23.00,,"210,875.33Cr",,,,,,,,,
12,18/05/21 17:35,18/05/21,UPI/MOB/113817472625/refund-request,,,"6,896.00","217,771.33Cr",,,,,,,,,
13,19/05/21 11:51,19/05/21,UPI/MOB/113911162870/AirtelMoney,,200.00,,"217,571.33Cr",,,,,,,,,
14,19/05/21 16:52,19/05/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1139117167",,367.00,,"217,204.33Cr",,,,,,,,,
15,19/05/21 16:55,19/05/21,"POS-VISA/KRISHAN KUMAR
GARG/113916108079",,"1,100.00",,"216,104.33Cr",,,,,,,,,
16,19/05/21 17:03,19/05/21,POS-VISA/DAILY MART 20/113911603822,,"1,030.00",,"215,074.33Cr",,,,,,,,,
17,19/05/21 17:41,19/05/21,"POS-VISA/CHANDEL FILLING
STATIOPARWANOO/1139124516",,"1,000.00",,"214,074.33Cr",,,,,,,,,
18,19/05/21 18:04,19/05/21,"REF/VISAPOS/CY-
DCL.COM/112907405340/090521",,,75.24,"214,149.57Cr",,,,,,,,,
19,19/05/21 18:23,19/05/21,UPI/MOB/113918417568/UPI,,180.00,,"213,969.57Cr",,,,,,,,,
20,20/05/21 07:51,20/05/21,UPI/MOB/114007452674/UPI,,50.00,,"213,919.57Cr",,,,,,,,,
21,20/05/21 07:54,20/05/21,UPI/MOB/114007487583/UPI,,50.00,,"213,869.57Cr",,,,,,,,,
22,20/05/21 11:16,20/05/21,UPI/MOB/114011258422/UPI,,49.00,,"213,820.57Cr",,,,,,,,,
23,20/05/21 11:18,20/05/21,UPI/MOB/114011306289/UPI,,49.00,,"213,771.57Cr",,,,,,,,,
0,20/05/21 12:38,20/05/21,UPI/MOB/114012078102/UPI,,520.00,,"213,251.57Cr",,,,,,,,,
1,20/05/21 12:40,20/05/21,UPI/MOB/114012116304/UPI,,200.00,,"213,051.57Cr",,,,,,,,,
2,20/05/21 17:45,20/05/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/114017010850",,"3,000.00",,"210,051.57Cr",,,,,,,,,
3,20/05/21 18:08,20/05/21,UPI/MOB/114018054990/UPI,,250.00,,"209,801.57Cr",,,,,,,,,
4,20/05/21 18:17,20/05/21,"IMPS-RIB/Fund Trf/114018350551/lav
gupta/157087803952INDB/",,"13,500.00",,"196,301.57Cr",,,,,,,,,
5,20/05/21 23:21,20/05/21,UPI/MOB/114023489480/UPI,,555.00,,"195,746.57Cr",,,,,,,,,
6,21/05/21 15:56,21/05/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/114115017169",,"3,000.00",,"192,746.57Cr",,,,,,,,,
7,21/05/21 16:14,21/05/21,UPI/MOB/114116166104/UPI,,560.00,,"192,186.57Cr",,,,,,,,,
8,22/05/21 07:48,22/05/21,UPI/MOB/114207257715/UPI,,50.00,,"192,136.57Cr",,,,,,,,,
9,22/05/21 11:00,22/05/21,UPI/MOB/114211556070/UPI,,"2,500.00",,"189,636.57Cr",,,,,,,,,
10,22/05/21 15:54,22/05/21,UPI/MOB/114215771491/cab charges,,"2,000.00",,"187,636.57Cr",,,,,,,,,
11,22/05/21 18:02,22/05/21,UPI/MOB/114218800439/UPI,,570.00,,"187,066.57Cr",,,,,,,,,
12,22/05/21 18:07,22/05/21,"REF/POS-VISA/CHANDEL
FILLING/694044/190521",,,7.50,"187,074.07Cr",,,,,,,,,
13,22/05/21 20:10,22/05/21,UPI/MOB/114220504442/UPI,,"10,000.00",,"177,074.07Cr",,,,,,,,,
14,23/05/21 16:45,23/05/21,POS-VISA/MEHFIL/114311009047,,559.00,,"176,515.07Cr",,,,,,,,,
15,23/05/21 17:31,23/05/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/114317014867",,"5,000.00",,"171,515.07Cr",,,,,,,,,
16,23/05/21 17:31,23/05/21,"ATM-NFS/WITHDRAWAL REVERSED/SBP
DHARA/114317014867",,,"5,000.00","176,515.07Cr",,,,,,,,,
17,23/05/21 17:33,23/05/21,UPI/MOB/114317695594/UPI,,470.00,,"176,045.07Cr",,,,,,,,,
18,24/05/21 11:14,24/05/21,UPI/MOB/114411864784/UPI,,"7,400.00",,"168,645.07Cr",,,,,,,,,
19,24/05/21 12:33,24/05/21,"POS-VISA/KRISHAN KUMAR
GARG/114412104882",,550.00,,"168,095.07Cr",,,,,,,,,
20,24/05/21 20:17,24/05/21,"REF/Credit Adjustment/114011306289/20-
05-2021",,,49.00,"168,144.07Cr",,,,,,,,,
21,24/05/21 20:17,24/05/21,"REF/Credit Adjustment/114011258422/20-
05-2021",,,49.00,"168,193.07Cr",,,,,,,,,
22,25/05/21 11:22,25/05/21,UPI/MOB/114511221175/AirtelMoney,,100.00,,"168,093.07Cr",,,,,,,,,
23,26/05/21 13:12,26/05/21,UPI/MOB/114613065568/AirtelMoney,,600.00,,"167,493.07Cr",,,,,,,,,
24,26/05/21 14:55,26/05/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1146099189",,395.00,,"167,098.07Cr",,,,,,,,,
0,,,,,,,,,,,,,,,,
1,,,"POS-VISA/KRISHAN KUMAR
GARG/114614960492",,,,,,26/05/21,,,"1,300.00",,26/05/21 14:59,,"165,798.07Cr"
2,,,POS-VISA/DAILY MART 20/114609650316,,,,,,26/05/21,,,566.00,,26/05/21 15:11,,"165,232.07Cr"
3,,,"POS-VISA/CHANDEL FILLING
STATIOPARWANOO/1146101448",,,,,,26/05/21,,,"1,000.00",,26/05/21 15:53,,"164,232.07Cr"
4,,,UPI/MOB/114616686552/UPI,,,,,,26/05/21,,,340.00,,26/05/21 16:51,,"163,892.07Cr"
5,,,UPI/MOB/114617079151/room rent,,,,,,26/05/21,,,"3,000.00",,26/05/21 17:16,,"160,892.07Cr"
6,,,UPI/MOB/114618286809/UPI,,,,,,26/05/21,,,100.00,,26/05/21 18:25,,"160,792.07Cr"
7,,,UPI/MOB/114700491917/UPI,,,,,,27/05/21,,,50.00,,27/05/21 00:36,,"160,742.07Cr"
8,,,UPI/MOB/114700518712/UPI,,,,,,27/05/21,,,20.00,,27/05/21 00:42,,"160,722.07Cr"
9,,,"POS-VISA/KRISHAN KUMAR
GARG/114713323558",,,,,,27/05/21,,,460.00,,27/05/21 13:47,,"160,262.07Cr"
10,,,"UPI/MOB/114812372246/ZomatoOnlineOrd
er",,,,,,28/05/21,,,151.00,,28/05/21 12:11,,"160,111.07Cr"
11,,,UPI/MOB/114814626731/phone charger,,,,,,28/05/21,,,600.00,,28/05/21 14:04,,"159,511.07Cr"
12,,,UPI/MOB/114816487436/UberRide,,,,,,28/05/21,,,61.00,,28/05/21 16:57,,"159,450.07Cr"
13,,,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1148112621",,,,,,28/05/21,,,837.00,,28/05/21 17:09,,"158,613.07Cr"
14,,,"POS-VISA/PARADISE
LIQUORS/114811663355",,,,,,28/05/21,,,"1,000.00",,28/05/21 17:17,,"157,613.07Cr"
15,,,"POS-VISA/PETRO INDIA FILLING
STPANCHAKU/1148119412",,,,,,28/05/21,,,"1,000.00",,28/05/21 17:20,,"156,613.07Cr"
16,,,UPI/MOB/114817004138/AirtelMoney,,,,,,28/05/21,,,100.00,,28/05/21 17:28,,"156,513.07Cr"
17,,,UPI/MOB/114819832687/UPI,,,,,,28/05/21,,,270.00,,28/05/21 19:02,,"156,243.07Cr"
18,,,"REF/Credit Adjustment/114511221175/25-
05-2021",,,,,,28/05/21,,,,100.0,28/05/21 20:43,,"156,343.07Cr"
19,,,UPI/MOB/114820050128/UPI,,,,,,28/05/21,,,700.00,,28/05/21 20:45,,"155,643.07Cr"
20,,,UPI/MOB/114915198086/UPI,,,,,,29/05/21,,,330.00,,29/05/21 15:16,,"155,313.07Cr"
21,,,UPI/MOB/114918631781/UPI,,,,,,29/05/21,,,,220.0,29/05/21 18:12,,"155,533.07Cr"
22,,,"REF/POS-VISA/CHANDEL
FILLING/534694/260521",,,,,,29/05/21,,,,7.5,29/05/21 19:28,,"155,540.57Cr"
23,,,UPI/MOB/114921286004/UPI,,,,,,29/05/21,,,50.00,,29/05/21 21:28,,"155,490.57Cr"
24,,,UPI/MOB/115009775148/UPI,,,,,,30/05/21,,,"2,000.00",,30/05/21 09:03,,"153,490.57Cr"
0,30/05/21 11:35,30/05/21,UPI/MOB/115011696006/UPI,,"10,000.00",,"143,490.57Cr",,,,,,,,,
1,30/05/21 11:36,30/05/21,"UPI/MOB/115011710947/Earned for using
Google Pay",,,6.0,"143,496.57Cr",,,,,,,,,
2,30/05/21 12:55,30/05/21,UPI/MOB/115012276949/UberRide,,141.00,,"143,355.57Cr",,,,,,,,,
3,30/05/21 13:04,30/05/21,POS-VISA/DAILY MART 20/115007675476,,164.00,,"143,191.57Cr",,,,,,,,,
4,30/05/21 13:12,30/05/21,"POS-VISA/KRISHAN KUMAR
GARG/115013551865",,450.00,,"142,741.57Cr",,,,,,,,,
5,30/05/21 13:19,30/05/21,UPI/MOB/115013711766/UPI,,320.00,,"142,421.57Cr",,,,,,,,,
6,31/05/21 12:35,31/05/21,"POS-VISA/GODADDY INDIA DOMAINS
MUMBAI/115107057437",,706.82,,"141,714.75Cr",,,,,,,,,
7,31/05/21 18:08,31/05/21,"REF/POS-VISA/PETRO INDIA
FIL/773858/280521",,,7.5,"141,722.25Cr",,,,,,,,,
8,01/06/21 17:22,01/06/21,"POS-VISA/KRISHAN KUMAR
GARG/115217552069",,480.00,,"141,242.25Cr",,,,,,,,,
9,01/06/21 18:05,01/06/21,"POS-VISA/CHANDEL FILLING
STATIOPARWANOO/1152126417",,500.00,,"140,742.25Cr",,,,,,,,,
10,01/06/21 18:34,01/06/21,UPI/MOB/115218797326/UPI,,310.00,,"140,432.25Cr",,,,,,,,,
11,01/06/21 19:22,01/06/21,UPI/MOB/115219096041/UPI,,300.00,,"140,132.25Cr",,,,,,,,,
12,01/06/21 21:27,01/06/21,"REF/Credit Adjustment/114700518712/27-
05-2021",,,20.0,"140,152.25Cr",,,,,,,,,
13,02/06/21 14:41,02/06/21,UPI/MOB/115314585395/UPI,,460.00,,"139,692.25Cr",,,,,,,,,
14,02/06/21 18:49,02/06/21,UPI/MOB/115318094880/UPI,,350.00,,"139,342.25Cr",,,,,,,,,
15,03/06/21 09:28,03/06/21,UPI/MOB/115409680417/UPI,,"1,360.00",,"137,982.25Cr",,,,,,,,,
16,03/06/21 12:07,03/06/21,UPI/MOB/115412579363/UPI,,"1,200.00",,"136,782.25Cr",,,,,,,,,
17,03/06/21 13:04,03/06/21,"POS-VISA/KRISHAN KUMAR
GARG/115413404904",,450.00,,"136,332.25Cr",,,,,,,,,
18,04/06/21 19:00,04/06/21,"REF/POS-VISA/CHANDEL
FILLING/297826/010621",,,3.75,"136,336.00Cr",,,,,,,,,
19,04/06/21 20:55,04/06/21,UPI/MOB/115520331897/oil payment,,,85.0,"136,421.00Cr",,,,,,,,,
20,05/06/21 12:09,05/06/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/115612023001",,"2,000.00",,"134,421.00Cr",,,,,,,,,
21,05/06/21 13:31,05/06/21,UPI/MOB/115613467469/car wash,,300.00,,"134,121.00Cr",,,,,,,,,
22,05/06/21 13:43,05/06/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1156087356",,434.00,,"133,687.00Cr",,,,,,,,,
23,05/06/21 14:46,05/06/21,"POS-VISA/GOOGLE *TEMPORARY
HOLDg.co/hel/1156484612",,1.00,,"133,686.00Cr",,,,,,,,,
0,05/06/21 14:47,05/06/21,"POS-VISA/GOOGLE *SERVICES-
CANCELLED/115648461278",,,1.0,"133,687.00Cr",,,,,,,,,
1,05/06/21 14:47,05/06/21,POS-VISA/GOOGLE *happn/115664184564,,599.00,,"133,088.00Cr",,,,,,,,,
2,06/06/21 11:57,06/06/21,"UPI/MOB/115711625162/You are paying for
an Amazon",,"1,218.00",,"131,870.00Cr",,,,,,,,,
3,06/06/21 12:02,06/06/21,"UPI/MOB/115712659128/You are paying for
an Amazon",,999.00,,"130,871.00Cr",,,,,,,,,
4,06/06/21 15:51,06/06/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1157109558",,120.00,,"130,751.00Cr",,,,,,,,,
5,06/06/21 15:51,06/06/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1157109559",,158.00,,"130,593.00Cr",,,,,,,,,
6,06/06/21 15:57,06/06/21,"POS-VISA/KRISHAN KUMAR
GARG/115715930125",,900.00,,"129,693.00Cr",,,,,,,,,
7,06/06/21 16:29,06/06/21,"POS-VISA/TRUCK SUPPLIERS CORPORPIN
-PINJ/1157109610",,500.00,,"129,193.00Cr",,,,,,,,,
8,06/06/21 16:41,06/06/21,UPI/MOB/115716140602/AirtelMoney,,100.00,,"129,093.00Cr",,,,,,,,,
9,07/06/21 15:52,07/06/21,UPI/MOB/115815355228/UPI,,60.00,,"129,033.00Cr",,,,,,,,,
10,07/06/21 17:53,07/06/21,UPI/MOB/115817007751/UPI,,"4,000.00",,"125,033.00Cr",,,,,,,,,
11,07/06/21 19:54,07/06/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/115819025521",,"2,000.00",,"123,033.00Cr",,,,,,,,,
12,07/06/21 19:56,07/06/21,UPI/MOB/115819245717/UPI,,430.00,,"122,603.00Cr",,,,,,,,,
13,08/06/21 12:15,08/06/21,UPI/MOB/115912361425/UPI,,"5,000.00",,"117,603.00Cr",,,,,,,,,
14,08/06/21 12:38,08/06/21,UPI/MOB/115912963022/Zomato payment,,309.56,,"117,293.44Cr",,,,,,,,,
15,08/06/21 16:24,08/06/21,"REF/POS-VISA/HPCL 0.75%
CASH/178850/060621",,,3.75,"117,297.19Cr",,,,,,,,,
16,08/06/21 18:40,08/06/21,UPI/MOB/115918014445/UPI,,675.00,,"116,622.19Cr",,,,,,,,,
17,09/06/21 12:16,09/06/21,UPI/MOB/116012290162/UPI,,"3,480.00",,"113,142.19Cr",,,,,,,,,
18,09/06/21 20:56,09/06/21,"UPI/MOB/116020134310/ZomatoOnlineOrd
er",,424.75,,"112,717.44Cr",,,,,,,,,
19,10/06/21 06:38,10/06/21,"Charge:Cash Wdl at Other
ATM/Inv0605211809055711/16-MAY-2021/",,20.00,,"112,697.44Cr",,,,,,,,,
20,10/06/21 06:38,10/06/21,"CGST on Charge:Cash Wdl at Other
ATM/Inv0605211809055711/16-MAY-2021/",,1.80,,"112,695.64Cr",,,,,,,,,
21,10/06/21 06:38,10/06/21,"SGST on Charge:Cash Wdl at Other
ATM/Inv0605211809055711/16-MAY-2021/",,1.80,,"112,693.84Cr",,,,,,,,,
22,10/06/21 06:40,10/06/21,"Charge:Cash Wdl at Other
ATM/Inv0605211845633411/21-MAY-2021/",,20.00,,"112,673.84Cr",,,,,,,,,
0,10/06/21 06:40,10/06/21,"CGST on Charge:Cash Wdl at Other
ATM/Inv0605211845633411/21-MAY-2021/",,1.80,,"112,672.04Cr",,,,,,,,,
1,10/06/21 06:40,10/06/21,"SGST on Charge:Cash Wdl at Other
ATM/Inv0605211845633411/21-MAY-2021/",,1.80,,"112,670.24Cr",,,,,,,,,
2,10/06/21 06:46,10/06/21,"Charge:Cash Wdl at Other
ATM/Inv0605211840925531/20-MAY-2021/",,20.00,,"112,650.24Cr",,,,,,,,,
3,10/06/21 06:46,10/06/21,"CGST on Charge:Cash Wdl at Other
ATM/Inv0605211840925531/20-MAY-2021/",,1.80,,"112,648.44Cr",,,,,,,,,
4,10/06/21 06:46,10/06/21,"SGST on Charge:Cash Wdl at Other
ATM/Inv0605211840925531/20-MAY-2021/",,1.80,,"112,646.64Cr",,,,,,,,,
5,10/06/21 18:27,10/06/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1161128963",,193.00,,"112,453.64Cr",,,,,,,,,
6,10/06/21 21:28,10/06/21,"UPI/MOB/116121082101/ZomatoOnlineOrde
r",,236.00,,"112,217.64Cr",,,,,,,,,
7,11/06/21 18:03,11/06/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1162121326",,135.00,,"112,082.64Cr",,,,,,,,,
8,11/06/21 18:06,11/06/21,"POS-VISA/KRISHAN KUMAR
GARG/116218741349",,470.00,,"111,612.64Cr",,,,,,,,,
9,11/06/21 18:06,11/06/21,"POS-VISA/KRISHAN KUMAR
GARG/116218741451",,470.00,,"111,142.64Cr",,,,,,,,,
10,11/06/21 19:23,11/06/21,UPI/MOB/116219918210/UPI,,1.00,,"111,141.64Cr",,,,,,,,,
11,11/06/21 19:24,11/06/21,UPI/MOB/116219945435/UPI,,"8,000.00",,"103,141.64Cr",,,,,,,,,
12,11/06/21 20:28,11/06/21,"POS-VISA/KRISHAN KUMAR
GARG/116220834329",,400.00,,"102,741.64Cr",,,,,,,,,
13,11/06/21 21:14,11/06/21,UPI/MOB/116221579196/Zomato payment,,614.75,,"102,126.89Cr",,,,,,,,,
14,11/06/21 21:36,11/06/21,UPI/MOB/116221996311/UPI,,399.00,,"101,727.89Cr",,,,,,,,,
15,11/06/21 22:16,11/06/21,UPI/MOB/116249296520/express,,,614.75,"102,342.64Cr",,,,,,,,,
16,12/06/21 01:04,12/06/21,UPI/MOB/116301904016/UberRide,,73.00,,"102,269.64Cr",,,,,,,,,
17,12/06/21 07:07,12/06/21,UPI/MOB/116307016522/UberRide,,139.00,,"102,130.64Cr",,,,,,,,,
18,12/06/21 07:20,12/06/21,UPI/MOB/116307127649/UberRide,,20.00,,"102,110.64Cr",,,,,,,,,
19,12/06/21 13:37,12/06/21,"UPI/MOB/116313623164/You are paying for
an Amazon",,434.00,,"101,676.64Cr",,,,,,,,,
20,12/06/21 19:01,12/06/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/116319023663",,"1,000.00",,"100,676.64Cr",,,,,,,,,
21,13/06/21 10:51,13/06/21,UPI/MOB/116406709667/Upi Transaction,,500.00,,"100,176.64Cr",,,,,,,,,
22,13/06/21 13:59,13/06/21,UPI/MOB/116413990711/UPI,,"1,000.00",,"99,176.64Cr",,,,,,,,,
23,13/06/21 14:00,13/06/21,UPI/MOB/116414013937/UPI,,800.00,,"98,376.64Cr",,,,,,,,,
0,,,,,,,,,,,,,,,,
1,,,"POS-VISA/KRISHAN KUMAR
GARG/116418851780",,,,,,13/06/21,,,480.00,,13/06/21 18:23,,"97,896.64Cr"
2,,,UPI/MOB/116419397232/Zomato payment,,,,,,13/06/21,,,149.00,,13/06/21 19:12,,"97,747.64Cr"
3,,,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1165128965",,,,,,14/06/21,,,860.00,,14/06/21 18:10,,"96,887.64Cr"
4,,,"ATM-NFS/CASH WITHDRAWAL/PEER
MUCH/116518025581",,,,,,14/06/21,,,"2,000.00",,14/06/21 18:14,,"94,887.64Cr"
5,,,UPI/MOB/116590400889/UPI,,,,,,14/06/21,,,,500.00,14/06/21 18:31,,"95,387.64Cr"
6,,,UPI/MOB/116609749246/UPI Transaction,,,,,,15/06/21,,,500.00,,15/06/21 09:39,,"94,887.64Cr"
7,,,UPI/MOB/116619691472/AirtelMoney,,,,,,15/06/21,,,100.00,,15/06/21 19:21,,"94,787.64Cr"
8,,,UPI/MOB/116619093219/UPI,,,,,,15/06/21,,,"1,000.00",,15/06/21 19:36,,"93,787.64Cr"
9,,,UPI/MOB/116620714100/UPI,,,,,,15/06/21,,,900.00,,15/06/21 20:38,,"92,887.64Cr"
10,,,UPI/MOB/116621292177/UPI,,,,,,15/06/21,,,50.00,,15/06/21 21:03,,"92,837.64Cr"
11,,,UPI/MOB/116621683874/UPI,,,,,,15/06/21,,,"3,000.00",,15/06/21 21:21,,"89,837.64Cr"
12,,,"POS-VISA/Google
WorkSpace/116705453801",,,,,,16/06/21,,,"2,711.88",,16/06/21 10:33,,"87,125.76Cr"
13,,,UPI/MOB/116707247950/Upi Transaction,,,,,,16/06/21,,,500.00,,16/06/21 12:13,,"86,625.76Cr"
14,,,POS-VISA/UtilityAtom/116707134859,,,,,,16/06/21,,,"8,287.08",,16/06/21 12:37,,"78,338.68Cr"
15,,,"UPI/MOB/116709803376/UPI Payment-
Ladakh tour",,,,,,16/06/21,,,,100.00,16/06/21 15:52,,"78,438.68Cr"
16,,,"UPI/MOB/116709827971/UPI Payment-
Advance pay n fli",,,,,,16/06/21,,,,"29,900.00",16/06/21 15:54,,"108,338.68Cr"
17,,,"POS-VISA/ATO*RAJESH AND
CO/116716560503",,,,,,16/06/21,,,"1,300.00",,16/06/21 16:58,,"107,038.68Cr"
18,,,UPI/MOB/116717921782/UPI,,,,,,16/06/21,,,355.00,,16/06/21 17:07,,"106,683.68Cr"
19,,,UPI/MOB/116717222702/UPI,,,,,,16/06/21,,,410.00,,16/06/21 17:21,,"106,273.68Cr"
20,,,POS-VISA/MEHFIL/116712686510,,,,,,16/06/21,,,535.00,,16/06/21 17:43,,"105,738.68Cr"
21,,,UPI/MOB/116808447032/UPI,,,,,,17/06/21,,,50.00,,17/06/21 08:25,,"105,688.68Cr"
22,,,UPI/MOB/116808670154/UPI,,,,,,17/06/21,,,50.00,,17/06/21 08:39,,"105,638.68Cr"
23,,,"UPI/MOB/116808691615/Earned for using
Google Pay",,,,,,17/06/21,,,,6.00,17/06/21 08:41,,"105,644.68Cr"
24,,,UPI/MOB/116812473234/Zomato payment,,,,,,17/06/21,,,424.75,,17/06/21 12:54,,"105,219.93Cr"
0,17/06/21 14:59,17/06/21,"POS-VISA/ATO*RAJESH AND
CO/116814679938",,500.00,,"104,719.93Cr",,,,,,,,,
1,17/06/21 15:21,17/06/21,UPI/MOB/116815805460/UPI,,640.00,,"104,079.93Cr",,,,,,,,,
2,17/06/21 19:53,17/06/21,UPI/MOB/116819467760/UPI,,,"6,750.00","110,829.93Cr",,,,,,,,,
3,17/06/21 20:47,17/06/21,"POS-VISA/ATO*RAJESH AND
CO/116820193322",,500.00,,"110,329.93Cr",,,,,,,,,
4,18/06/21 01:04,18/06/21,UPI/MOB/116901950405/UPI,,92.00,,"110,237.93Cr",,,,,,,,,
5,18/06/21 09:34,18/06/21,UPI/MOB/116909987085/UPI Transaction,,"1,000.00",,"109,237.93Cr",,,,,,,,,
6,18/06/21 11:34,18/06/21,UPI/MOB/116911636996/UPI,,"3,440.00",,"105,797.93Cr",,,,,,,,,
7,18/06/21 16:58,18/06/21,"IMPS-MOB/Fund
Trf/116916033565/34116625/15708780395
2/",,,"8,500.00","114,297.93Cr",,,,,,,,,
8,18/06/21 18:43,18/06/21,"POS-VISA/KRISHAN KUMAR
GARG/116918793643",,450.00,,"113,847.93Cr",,,,,,,,,
9,18/06/21 19:20,18/06/21,UPI/MOB/116919115603/UPI,,"2,396.46",,"111,451.47Cr",,,,,,,,,
10,18/06/21 19:39,18/06/21,"REF/Credit Adjustment/116619691472/15-
06-2021",,,100.00,"111,551.47Cr",,,,,,,,,
11,18/06/21 20:38,18/06/21,UPI/MOB/116920989705/Zomato payment,,221.00,,"111,330.47Cr",,,,,,,,,
12,19/06/21 11:02,19/06/21,UPI/MOB/117008671775/Upi Transaction,,500.00,,"110,830.47Cr",,,,,,,,,
13,20/06/21 08:15,20/06/21,UPI/MOB/117108184686/UPI Transaction,,500.00,,"110,330.47Cr",,,,,,,,,
14,20/06/21 08:51,20/06/21,UPI/MOB/117108672831/UPI,,"4,190.00",,"106,140.47Cr",,,,,,,,,
15,20/06/21 09:43,20/06/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1171043131",,324.00,,"105,816.47Cr",,,,,,,,,
16,20/06/21 09:47,20/06/21,"ATM-NFS/CASH
WITHDRAWAL/INDUSIND/117109015409",,"2,000.00",,"103,816.47Cr",,,,,,,,,
17,20/06/21 10:10,20/06/21,"POS-VISA/HPCL ADHOC TRUCK SUPP
PANCHKUL/1171049735",,496.25,,"103,320.22Cr",,,,,,,,,
18,20/06/21 10:12,20/06/21,UPI/MOB/117110061397/AirtelMoney,,100.00,,"103,220.22Cr",,,,,,,,,
19,20/06/21 20:53,20/06/21,"UPI/MOB/117120264888/BhartiAirtelServic
esLimited",,710.00,,"102,510.22Cr",,,,,,,,,
20,21/06/21 08:59,21/06/21,UPI/MOB/117208016579/UPI,,912.18,,"101,598.04Cr",,,,,,,,,
21,21/06/21 09:06,21/06/21,UPI/MOB/117255745117/Upi Transaction,,500.00,,"101,098.04Cr",,,,,,,,,
22,21/06/21 13:06,21/06/21,"POS-VISA/PETRO INDIA FILLING
STPANCHAKU/1172076266",,500.00,,"100,598.04Cr",,,,,,,,,
23,21/06/21 13:53,21/06/21,UPI/MOB/117213583871/UPI,,500.00,,"100,098.04Cr",,,,,,,,,
0,21/06/21 17:35,21/06/21,"UPI/MOB/117217466109/TheTouringInvoice
invHPhdWTe4h",,10.00,,"100,088.04Cr",,,,,,,,,
1,21/06/21 18:40,21/06/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1172137742",,729.00,,"99,359.04Cr",,,,,,,,,
2,21/06/21 18:44,21/06/21,"POS-VISA/KRISHAN KUMAR
GARG/117218614192",,450.00,,"98,909.04Cr",,,,,,,,,
3,22/06/21 08:47,22/06/21,UPI/MOB/117308393073/UPI Transaction,,500.00,,"98,409.04Cr",,,,,,,,,
4,22/06/21 11:47,22/06/21,"IMPS-RIB/Fund Trf/117311752507/lav
gupta/157087803952INDB/",,"14,000.00",,"84,409.04Cr",,,,,,,,,
5,22/06/21 15:45,22/06/21,UPI/MOB/117315084608/AirtelMoney,,200.00,,"84,209.04Cr",,,,,,,,,
6,22/06/21 16:25,22/06/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1173109971",,392.00,,"83,817.04Cr",,,,,,,,,
7,22/06/21 16:29,22/06/21,"POS-VISA/KRISHAN KUMAR
GARG/117316126245",,450.00,,"83,367.04Cr",,,,,,,,,
